Pay Period,Employee Title,Employee Code,Region,Client Session ($),Client Session Hours,Revenue ($),Billable Hours,,Pay Period,Employee Code,Ratio of Client Sessions hr to Billabla hr
8/25/2023,Behavior Technician,1677,Central Valley,1021.85,43.52,2150.04,40.57,,8/25/2023,1677,1.072713828
8/25/2023,Behavior Technician,1686,Central Valley,840,35,1785.6,35,,8/25/2023,1686,1
8/25/2023,Behavior Technician,1706,Sacramento,427.39,18.28,928.8,17.99,,8/25/2023,1706,1.016120067
8/25/2023,Behavior Technician,1731,Central Valley,879.56,32.48,1734.816,31.47,,8/25/2023,1731,1.032094058
8/25/2023,Behavior Technician,1746,Bay Area,266.04,9,151.2,3,,8/25/2023,1746,3
8/25/2023,Behavior Technician,1765,Sacramento,990.8,40.64,2087.544,39.49,,8/25/2023,1765,1.029121297
8/25/2023,Behavior Technician,1903,Central Valley,621.79,24.48,1351,23.75,,8/25/2023,1903,1.030736842
8/25/2023,Behavior Technician,1917,Central Valley,1172.97,50.17,2523.8,48.98,,8/25/2023,1917,1.024295631
8/25/2023,Behavior Technician,1950,Central Valley,1116.67,46.86,2721.712,46.38,,8/25/2023,1950,1.010349288
8/25/2023,Behavior Technician,1953,Bay Area,739.59,26.18,1217.2,26.18,,8/25/2023,1953,1
8/25/2023,Behavior Technician,1988,Bay Area,1466.25,55.33,2840.864,55,,8/25/2023,1988,1.006
8/25/2023,Behavior Technician,2008,Sacramento,1991.46,66.85,3295.784,64.81,,8/25/2023,2008,1.031476624
8/25/2023,Behavior Technician,2012,Central Valley,1560.04,70.75,3536.4,66.83,,8/25/2023,2012,1.058656292
8/25/2023,Behavior Technician,2016,Central Valley,997.92,40.32,2202.704,40.01,,8/25/2023,2016,1.007748063
8/25/2023,Behavior Technician,2017,Central Valley,210.21,8.5,476,8.5,,8/25/2023,2017,1
8/25/2023,Behavior Technician,2033,Sacramento,1091.27,37.63,2396.368,40.58,,8/25/2023,2033,0.927304091
8/25/2023,Behavior Technician,2118,Southern California,687.63,29.1,1232.2,28.25,,8/25/2023,2118,1.030088496
8/25/2023,Behavior Technician,2143,Sacramento,342.98,15.59,655.2,12.9,,8/25/2023,2143,1.208527132
8/25/2023,Associate Behavior Technician,2155,Sacramento,1092.27,43.99,2217.6,43.31,,8/25/2023,2155,1.015700762
8/25/2023,Behavior Technician,2163,Sacramento,988.94,39.51,1915.2,38.4,,8/25/2023,2163,1.02890625
8/25/2023,Behavior Technician,2206,Pacific Northwest,1477.5,49.25,2517.384,51,,8/25/2023,2206,0.965686275
8/25/2023,Behavior Technician,2291,Sacramento,862.13,31.35,1548.144,32.89,,8/25/2023,2291,0.953177258
8/25/2023,Behavior Technician,2493,Central Valley,561.54,24.5,1448.8,24.16,,8/25/2023,2493,1.014072848
8/25/2023,Behavior Technician,2494,Sacramento,800.57,33.26,1730.976,32,,8/25/2023,2494,1.039375
8/25/2023,Associate Behavior Technician,2556,Pacific Northwest,418,19,1040.936,21.33,,8/25/2023,2556,0.890764182
8/25/2023,Behavior Technician,2597,Central Valley,390.6,18,668,14.5,,8/25/2023,2597,1.24137931
8/25/2023,Behavior Technician,2729,Pacific Northwest,510.55,20.43,1232,22,,8/25/2023,2729,0.928636364
8/25/2023,Behavior Technician,2737,Bay Area,821.94,30.33,1574.2,31.16,,8/25/2023,2737,0.973363286
8/25/2023,Behavior Technician,2739,Bay Area,1572.3,52.41,2570.4,50.88,,8/25/2023,2739,1.030070755
8/25/2023,Behavior Technician,2763,Central Valley,930.1,41.69,2089.6,40.48,,8/25/2023,2763,1.029891304
8/25/2023,Behavior Technician,2792,Central Valley,1050.96,44.76,2015.2,43.4,,8/25/2023,2792,1.031336406
8/25/2023,Behavior Technician,2818,Bay Area,584.65,21.16,1140.552,21.49,,8/25/2023,2818,0.98464402
8/25/2023,Behavior Technician,2838,Sacramento,451,20,185.4,4.17,,8/25/2023,2838,4.79616307
8/25/2023,Behavior Technician,2840,Sacramento,490.74,21.59,1047.8,21.02,,8/25/2023,2840,1.027117031
8/25/2023,Behavior Technician,2847,Central Valley,1264.67,46.41,2434.2,45.39,,8/25/2023,2847,1.02247191
8/25/2023,Behavior Technician,2888,Central Valley,1258.2,46.6,2253.92,44.41,,8/25/2023,2888,1.049313218
8/25/2023,Behavior Technician,2955,Central Valley,749.4,33.5,1591.6,34.5,,8/25/2023,2955,0.971014493
8/25/2023,Behavior Technician,2958,Sacramento,833.96,36.69,1794.6,34.32,,8/25/2023,2958,1.069055944
8/25/2023,Behavior Technician,3000,Bay Area,1257.38,47.52,2255.4,44.67,,8/25/2023,3000,1.063801209
8/25/2023,Behavior Technician,3016,Central Valley,828.36,36,2023.136,33.75,,8/25/2023,3016,1.066666667
8/25/2023,Behavior Technician,3024,Sacramento,504.5,19.87,2330,36.78,,8/25/2023,3024,0.54023926
8/25/2023,Behavior Technician,3026,Sacramento,657,27.64,2337.2,39.67,,8/25/2023,3026,0.696748172
8/25/2023,Behavior Technician,3046,Central Valley,1151.96,49.25,2555,48.75,,8/25/2023,3046,1.01025641
8/25/2023,Behavior Technician,3049,Sacramento,991.29,43.25,2352.168,45.5,,8/25/2023,3049,0.950549451
8/25/2023,Behavior Technician,3110,Central Valley,876.75,41.75,2299,42.12,,8/25/2023,3110,0.991215575
8/25/2023,Behavior Technician,3165,Bay Area,909.73,31.37,1476.2,30.82,,8/25/2023,3165,1.017845555
8/25/2023,Behavior Technician,3215,Sacramento,1124.68,49.07,2115.8,43.08,,8/25/2023,3215,1.13904364
8/25/2023,Behavior Technician,3249,Bay Area,1936.29,67.94,2769.96,65.75,,8/25/2023,3249,1.033307985
8/25/2023,Behavior Technician,3271,Sacramento,29.8,1.3,71.4,1.3,,8/25/2023,3271,1
8/25/2023,Behavior Technician,3280,Georgia,952.14,45.34,2142.408,44.41,,8/25/2023,3280,1.020941229
8/25/2023,Behavior Technician,3297,Bay Area,165.05,5.98,302.4,6,,8/25/2023,3297,0.996666667
8/25/2023,Behavior Technician,3317,Pacific Northwest,485,20,1232,22,,8/25/2023,3317,0.909090909
8/25/2023,Behavior Technician,3360,Central Valley,372.75,17.75,1036,18.58,,8/25/2023,3360,0.95532831
8/25/2023,Behavior Technician,3370,Central Valley,198.53,6.92,264,6,,8/25/2023,3370,1.153333333
8/25/2023,Behavior Technician,3374,Sacramento,966.24,43.92,2128.2,42.2,,8/25/2023,3374,1.040758294
8/25/2023,Behavior Technician,3427,Ohio,787.5,37.5,3858.64,73.5,,8/25/2023,3427,0.510204082
8/25/2023,Behavior Technician,3478,Pacific Northwest,297.88,11,500.224,11,,8/25/2023,3478,1
8/25/2023,Behavior Technician,3527,Georgia,28.38,1.12,76.8,1.12,,8/25/2023,3527,1
8/25/2023,Behavior Technician,3584,Ohio,534.72,22.28,1230.48,22.45,,8/25/2023,3584,0.992427617
8/25/2023,Behavior Technician,3638,Central Valley,527.53,24.11,1268.2,27.33,,8/25/2023,3638,0.882180754
8/25/2023,Behavior Technician,3643,Central Valley,1079.6,47.33,2557.8,46.31,,8/25/2023,3643,1.02202548
8/25/2023,Behavior Technician,3672,Bay Area,46.99,1.77,88.2,1.75,,8/25/2023,3672,1.011428571
8/25/2023,Associate Behavior Technician,3674,Bay Area,192,8,352,8,,8/25/2023,3674,1
8/25/2023,Behavior Technician,3715,Bay Area,1238.83,49.16,2439.04,49,,8/25/2023,3715,1.003265306
8/25/2023,Behavior Technician,3819,Southern California,969.79,42.46,1650,37.83,,8/25/2023,3819,1.122389638
8/25/2023,Behavior Technician,3824,Central Valley,575.05,26.5,1276,25.9,,8/25/2023,3824,1.023166023
8/25/2023,Behavior Technician,3841,Bay Area,970.9,38,1470.176,29,,8/25/2023,3841,1.310344828
8/25/2023,Behavior Technician,3842,Bay Area,970.02,36.02,2341.2,35,,8/25/2023,3842,1.029142857
8/25/2023,Behavior Technician,3850,Bay Area,977.4,36,1729.8,35.83,,8/25/2023,3850,1.004744627
8/25/2023,Behavior Technician,3885,Georgia,668.08,28,1587.584,28,,8/25/2023,3885,1
8/25/2023,Behavior Technician,3895,Bay Area,1632.41,56.29,3607.2,55.29,,8/25/2023,3895,1.018086453
8/25/2023,Behavior Technician,3935,Central Valley,677.25,32.25,1530,32.25,,8/25/2023,3935,1
8/25/2023,Behavior Technician,3992,Central Valley,612.64,28,1540,27.5,,8/25/2023,3992,1.018181818
8/25/2023,Behavior Technician,4018,Central Valley,1002.61,44.94,1963.4,43.81,,8/25/2023,4018,1.025793198
8/25/2023,Behavior Technician,4115,Central Valley,1173.54,54.08,2608.2,52.47,,8/25/2023,4115,1.0306842
8/25/2023,Behavior Technician,4135,Bay Area,2186.4,72.88,3620.8,73.98,,8/25/2023,4135,0.985131117
8/25/2023,Behavior Technician,4142,Central Valley,586.38,26.8,1498,26.8,,8/25/2023,4142,1
8/25/2023,Behavior Technician,4144,Pacific Northwest,776.25,34.5,1780.816,34.5,,8/25/2023,4144,1
8/25/2023,Behavior Technician,4147,Georgia,1050.18,46,2362.56,46,,8/25/2023,4147,1
8/25/2023,Behavior Technician,4154,Southern California,682.63,31.75,1609.6,31.83,,8/25/2023,4154,0.997486648
8/25/2023,Behavior Technician,4155,Sacramento,1242,55.67,2628.4,53.23,,8/25/2023,4155,1.045838813
8/25/2023,Behavior Technician,4170,Central Valley,671,30.5,1755.4,34.33,,8/25/2023,4170,0.88843577
8/25/2023,Behavior Technician,4230,Central Valley,777.26,35.25,1423,34.63,,8/25/2023,4230,1.017903552
8/25/2023,Behavior Technician,4259,Pacific Northwest,834.75,31.5,1674.152,31.67,,8/25/2023,4259,0.994632144
8/25/2023,Behavior Technician,4271,Sacramento,937.61,41.25,806.4,15.88,,8/25/2023,4271,2.597607053
8/25/2023,Behavior Technician,4294,Pacific Northwest,1726.2,61.65,3262.52,64.67,,8/25/2023,4294,0.953301376
8/25/2023,Behavior Technician,4308,Central Valley,1353.06,61.84,3234.792,62.31,,8/25/2023,4308,0.992457069
8/25/2023,Behavior Technician,4329,Central Valley,734.83,34.58,1902.4,33.5,,8/25/2023,4329,1.032238806
8/25/2023,Behavior Technician,4330,Bay Area,1005.16,38.66,1845,36.83,,8/25/2023,4330,1.049687755
8/25/2023,Behavior Technician,4342,Sacramento,1372.43,58.08,1556.6,27.58,,8/25/2023,4342,2.105873822
8/25/2023,Behavior Technician,4347,Central Valley,985.53,46.93,2539,46.47,,8/25/2023,4347,1.009898859
8/25/2023,Behavior Technician,4384,Bay Area,261.5,10,546.88,10,,8/25/2023,4384,1
8/25/2023,Behavior Technician,4388,Pacific Northwest,412.71,16.77,731.824,15,,8/25/2023,4388,1.118
8/25/2023,Behavior Technician,4425,Central Valley,1044.54,49.74,2448.4,48.64,,8/25/2023,4425,1.022615132
8/25/2023,Behavior Technician,4428,Georgia,504,21,1138.272,23.5,,8/25/2023,4428,0.893617021
8/25/2023,Behavior Technician,4452,Southern California,1184.03,51.84,2550.968,50.67,,8/25/2023,4452,1.023090586
8/25/2023,Behavior Technician,4500,Central Valley,218.21,9.6,391.4,8.83,,8/25/2023,4500,1.087202718
8/25/2023,Behavior Technician,4501,Central Valley,1307.43,60.25,3320.8,61,,8/25/2023,4501,0.987704918
8/25/2023,Behavior Technician,4513,Bay Area,420.75,16.5,845.28,16.5,,8/25/2023,4513,1
8/25/2023,Behavior Technician,4539,Sacramento,608.53,26.55,1486.8,29.5,,8/25/2023,4539,0.9
8/25/2023,Behavior Technician,4541,Ohio,103.76,4,437.504,8,,8/25/2023,4541,0.5
8/25/2023,Behavior Technician,4545,Pacific Northwest,1034,44,2229.904,44.08,,8/25/2023,4545,0.998185118
8/25/2023,Behavior Technician,4556,Georgia,1610.11,72.17,4425.024,70.5,,8/25/2023,4556,1.023687943
8/25/2023,Behavior Technician,4570,Central Valley,1002.38,46.95,2519.264,47.48,,8/25/2023,4570,0.988837405
8/25/2023,Behavior Technician,4573,Central Valley,960.74,43.67,2344,41,,8/25/2023,4573,1.065121951
8/25/2023,Behavior Technician,4615,Georgia,874,38,2270.336,38,,8/25/2023,4615,1
8/25/2023,Behavior Technician,4677,Sacramento,1104.05,48.96,2755.976,47.02,,8/25/2023,4677,1.041259039
8/25/2023,Behavior Technician,4717,Sacramento,903.59,38.32,2439.072,36.74,,8/25/2023,4717,1.043004899
8/25/2023,Behavior Technician,4720,Central Valley,810.87,37.06,1941.8,37.51,,8/25/2023,4720,0.988003199
8/25/2023,Behavior Technician,4727,Southern California,215,10,998.104,17.66,,8/25/2023,4727,0.566251416
8/25/2023,Behavior Technician,4775,Pacific Northwest,681.22,29.49,1347.312,34.98,,8/25/2023,4775,0.843053173
8/25/2023,Behavior Technician,4792,Georgia,1413.19,64.09,3040.112,62.92,,8/25/2023,4792,1.018595041
8/25/2023,Behavior Technician,4801,Pacific Northwest,990.22,45.01,2440.656,45.09,,8/25/2023,4801,0.998225771
8/25/2023,Behavior Technician,4830,Georgia,1181.25,56.25,2723.4,56.25,,8/25/2023,4830,1
8/25/2023,Behavior Technician,4836,Georgia,1094.5,49.75,2518.112,52,,8/25/2023,4836,0.956730769
8/25/2023,Behavior Technician,4841,Southern California,589.38,26.79,1780,22.49,,8/25/2023,4841,1.191196087
8/25/2023,Behavior Technician,4849,Georgia,1110.37,49.77,2675.808,49.86,,8/25/2023,4849,0.998194946
8/25/2023,Behavior Technician,4854,Bay Area,1502.82,55.66,2928.944,58.08,,8/25/2023,4854,0.958333333
8/25/2023,Behavior Technician,4873,Sacramento,969.85,41.27,1668.6,39.86,,8/25/2023,4873,1.035373808
8/25/2023,Behavior Technician,4953,Georgia,1358.49,64.69,3389.12,70,,8/25/2023,4953,0.924142857
8/25/2023,Behavior Technician,4995,Central Valley,969.54,44.07,2010,44.22,,8/25/2023,4995,0.99660787
8/25/2023,Behavior Technician,5030,Southern California,222,12,614.4,12,,8/25/2023,5030,1
8/25/2023,Behavior Technician,5039,Georgia,1166,53,2606,52,,8/25/2023,5039,1.019230769
8/25/2023,Behavior Technician,5068,Bay Area,1598.94,59.22,3024,60.15,,8/25/2023,5068,0.984538653
8/25/2023,Behavior Technician,5078,Sacramento,704.63,31,1351.6,26.99,,8/25/2023,5078,1.148573546
8/25/2023,Behavior Technician,5089,Georgia,130.74,6,290.688,6,,8/25/2023,5089,1
8/25/2023,Behavior Technician,5119,Central Valley,524.51,23.51,1254,23.33,,8/25/2023,5119,1.007715388
8/25/2023,Behavior Technician,5125,Central Valley,809.98,36.42,1922,36.75,,8/25/2023,5125,0.991020408
8/25/2023,Behavior Technician,5127,Bay Area,290.12,10.5,529.2,10.5,,8/25/2023,5127,1
8/25/2023,Associate Behavior Technician,5131,Southern California,291.45,15,660,15,,8/25/2023,5131,1
8/25/2023,Behavior Technician,5136,Central Valley,593.05,26.92,1555.6,26.42,,8/25/2023,5136,1.018925057
8/25/2023,Behavior Technician,5148,Sacramento,513.98,22.25,1087.6,21.82,,8/25/2023,5148,1.019706691
8/25/2023,Behavior Technician,5149,Ohio,980.41,45.18,2706.856,48.23,,8/25/2023,5149,0.936761352
8/25/2023,Behavior Technician,5228,Georgia,723.08,31.06,1514,31.39,,8/25/2023,5228,0.989487098
8/25/2023,Behavior Technician,5235,Bay Area,1053,39,1360.8,27,,8/25/2023,5235,1.444444444
8/25/2023,Behavior Technician,5248,Pacific Northwest,1134.81,42.03,2214.272,41.66,,8/25/2023,5248,1.008881421
8/25/2023,Behavior Technician,5309,Sacramento,1522.37,66.19,2600.2,52.53,,8/25/2023,5309,1.260041881
8/25/2023,Behavior Technician,5313,Central Valley,400.54,18.92,1064,19,,8/25/2023,5313,0.995789474
8/25/2023,Behavior Technician,5341,Georgia,1414.76,64.66,3539.576,66.16,,8/25/2023,5341,0.97732769
8/25/2023,Behavior Technician,5359,Central Valley,260.4,12,609.6,11.66,,8/25/2023,5359,1.02915952
8/25/2023,Associate Behavior Technician,5371,Central Valley,1009.98,46.16,2423.4,46.15,,8/25/2023,5371,1.000216685
8/25/2023,Behavior Technician,5416,Georgia,1355.2,61.6,5661.632,79.25,,8/25/2023,5416,0.777287066
8/25/2023,Behavior Technician,5422,Ohio,545.63,24.25,1266.408,24.25,,8/25/2023,5422,1
8/25/2023,Behavior Technician,5426,Sacramento,1109.91,48.83,2689.6,46.98,,8/25/2023,5426,1.039378459
8/25/2023,Behavior Technician,5438,Central Valley,515.44,23.83,1294,22.16,,8/25/2023,5438,1.075361011
8/25/2023,Behavior Technician,5460,Pacific Northwest,826.5,35.17,1631.88,33.93,,8/25/2023,5460,1.03654583
8/25/2023,Behavior Technician,5465,Georgia,496.8,22.08,920.512,19,,8/25/2023,5465,1.162105263
8/25/2023,Behavior Technician,5470,Central Valley,1169.24,51.26,2695,50.05,,8/25/2023,5470,1.024175824
8/25/2023,Behavior Technician,5475,Central Valley,914.15,41.78,2184,40.18,,8/25/2023,5475,1.039820806
8/25/2023,Behavior Technician,5522,Georgia,1067.6,49.04,2647.856,49.34,,8/25/2023,5522,0.993919741
8/25/2023,Behavior Technician,5532,Central Valley,452.13,21,924,21,,8/25/2023,5532,1
8/25/2023,Behavior Technician,5536,Central Valley,857.81,45.75,2306.8,45.5,,8/25/2023,5536,1.005494505
8/25/2023,Behavior Technician,5545,Georgia,1105.72,50.26,2735.504,56.5,,8/25/2023,5545,0.889557522
8/25/2023,Behavior Technician,5547,Central Valley,424.24,19.55,1021,19.38,,8/25/2023,5547,1.00877193
8/25/2023,Behavior Technician,5548,Central Valley,700.24,35.33,1524.6,35.17,,8/25/2023,5548,1.004549332
8/25/2023,Behavior Technician,5551,Bay Area,815.75,32.63,1702.32,32.5,,8/25/2023,5551,1.004
8/25/2023,Behavior Technician,5561,Bay Area,275,11,592.992,11,,8/25/2023,5561,1
8/25/2023,Associate Behavior Technician,5568,Central Valley,805.84,36.83,1901.12,35.65,,8/25/2023,5568,1.033099579
8/25/2023,Behavior Technician,5586,Georgia,1314.33,60.07,3121.984,55.07,,8/25/2023,5586,1.090793536
8/25/2023,Behavior Technician,5590,Central Valley,1265.36,58.69,2749.2,57.91,,8/25/2023,5590,1.013469176
8/25/2023,Behavior Technician,5675,Georgia,324.63,15.12,770.4,15,,8/25/2023,5675,1.008
8/25/2023,Behavior Technician,5676,Sacramento,202.95,9,522.4,9,,8/25/2023,5676,1
8/25/2023,Behavior Technician,5742,Georgia,291.75,12.63,1025.648,19.66,,8/25/2023,5742,0.64242116
8/25/2023,Behavior Technician,5751,Central Valley,701.14,33.66,1901.6,34.75,,8/25/2023,5751,0.968633094
8/25/2023,Behavior Technician,5757,Georgia,1127.5,51.25,2402.368,48,,8/25/2023,5757,1.067708333
8/25/2023,Behavior Technician,5762,Pacific Northwest,1036.84,44.73,2133.392,43.83,,8/25/2023,5762,1.020533881
8/25/2023,Behavior Technician,5788,Sacramento,367.4,16.7,516.6,10.33,,8/25/2023,5788,1.616650532
8/25/2023,Behavior Technician,5797,Sacramento,138.96,7.72,363.4,7.33,,8/25/2023,5797,1.053206003
8/25/2023,Behavior Technician,5798,Central Valley,385.39,17.95,943.368,17.49,,8/25/2023,5798,1.026300743
8/25/2023,Behavior Technician,5811,Central Valley,217.9,10,1060.192,18.38,,8/25/2023,5811,0.544069641
8/25/2023,Behavior Technician,5814,Ohio,766.5,36.5,2034.704,36.5,,8/25/2023,5814,1
8/25/2023,Behavior Technician,5815,Bay Area,810,31.25,1966,37.82,,8/25/2023,5815,0.82628239
8/25/2023,Associate Behavior Technician,5816,Central Valley,208.12,11.28,766.6,13.16,,8/25/2023,5816,0.857142857
8/25/2023,Behavior Technician,5837,Ohio,1142.73,54.86,3047.248,55.85,,8/25/2023,5837,0.982273948
8/25/2023,Behavior Technician,5842,Bay Area,678,28.25,1056,24,,8/25/2023,5842,1.177083333
8/25/2023,Behavior Technician,5845,Ohio,1064.9,48.67,2577.168,48.75,,8/25/2023,5845,0.998358974
8/25/2023,Behavior Technician,5847,Central Valley,1065.04,49.08,2331.6,47.73,,8/25/2023,5847,1.028284098
8/25/2023,Behavior Technician,5858,Central Valley,1036.51,47.92,2560.8,46.9,,8/25/2023,5858,1.021748401
8/25/2023,Behavior Technician,5860,Central Valley,644.7,30.7,1730,28.83,,8/25/2023,5860,1.06486299
8/25/2023,Behavior Technician,5880,Central Valley,1164.66,55.46,3162.64,55.54,,8/25/2023,5880,0.998559597
8/25/2023,Behavior Technician,5882,Central Valley,1242.36,58,2787.4,45.81,,8/25/2023,5882,1.266099105
8/25/2023,Behavior Technician,5887,Bay Area,1767.89,65.02,3999.6,65.07,,8/25/2023,5887,0.999231597
8/25/2023,Behavior Technician,5925,Central Valley,772.52,35.6,1783.4,34.88,,8/25/2023,5925,1.020642202
8/25/2023,Behavior Technician,5927,Central Valley,637.98,29.4,1675.8,33.17,,8/25/2023,5927,0.886343081
8/25/2023,Associate Behavior Technician,5940,Central Valley,257.76,14.32,924,15,,8/25/2023,5940,0.954666667
8/25/2023,Behavior Technician,5944,Bay Area,462.5,18.5,1041.2,18.5,,8/25/2023,5944,1
8/25/2023,Associate Behavior Technician,5946,Central Valley,37.2,2,123.2,2,,8/25/2023,5946,1
8/25/2023,Behavior Technician,5964,Central Valley,441,21,2236,39.5,,8/25/2023,5964,0.53164557
8/25/2023,Behavior Technician,5970,Sacramento,209.37,9.33,563.52,9.5,,8/25/2023,5970,0.982105263
8/25/2023,Behavior Technician,5977,Bay Area,1024.88,39.54,2285.328,44.31,,8/25/2023,5977,0.892349357
8/25/2023,Behavior Technician,5998,Ohio,892.5,42.5,2422.528,43,,8/25/2023,5998,0.988372093
8/25/2023,Behavior Technician,6015,Central Valley,779.46,35.92,1952.2,36.67,,8/25/2023,6015,0.979547314
8/25/2023,Behavior Technician,6028,Central Valley,436.24,20.02,1064,19.32,,8/25/2023,6028,1.036231884
8/25/2023,Behavior Technician,6063,Central Valley,343.83,15.97,972.896,16.83,,8/25/2023,6063,0.948900772
8/25/2023,Behavior Technician,6082,Central Valley,98.07,4.67,477.4,7.83,,8/25/2023,6082,0.59642401
8/25/2023,Behavior Technician,6117,Pacific Northwest,980.95,42.65,2096.76,39.75,,8/25/2023,6117,1.072955975
8/25/2023,Behavior Technician,6118,Georgia,1063.15,48.59,2570.336,47.08,,8/25/2023,6118,1.032073067
8/25/2023,Behavior Technician,6121,Georgia,244.63,12.5,677.68,12.5,,8/25/2023,6121,1
8/25/2023,Behavior Technician,6123,Bay Area,497.25,19.89,792,18,,8/25/2023,6123,1.105
8/25/2023,Behavior Technician,6132,Central Valley,1016.71,44.73,2215.6,42.41,,8/25/2023,6132,1.054704079
8/25/2023,Behavior Technician,6133,Sacramento,754.6,34.3,1568.664,34.13,,8/25/2023,6133,1.004980955
8/25/2023,Behavior Technician,6143,Ohio,255.33,11.92,556.8,11.92,,8/25/2023,6143,1
8/25/2023,Behavior Technician,6149,Central Valley,884.28,40.75,2094.56,35.99,,8/25/2023,6149,1.132258961
8/25/2023,Behavior Technician,6154,Bay Area,682.69,26.43,1297.8,25.75,,8/25/2023,6154,1.026407767
8/25/2023,Behavior Technician,6188,Bay Area,1129.7,43.45,2462.16,48.5,,8/25/2023,6188,0.895876289
8/25/2023,Behavior Technician,6200,Southern California,60.85,2.83,127.456,2.83,,8/25/2023,6200,1
8/25/2023,Behavior Technician,6222,Ohio,321.3,15.3,821.76,16,,8/25/2023,6222,0.95625
8/25/2023,Behavior Technician,6252,Bay Area,1017.52,44.24,2192.4,44.24,,8/25/2023,6252,1
8/25/2023,Associate Behavior Technician,6255,Bay Area,694.4,28,1851,38.81,,8/25/2023,6255,0.72146354
8/25/2023,Behavior Technician,6282,Georgia,176,8,217.872,4.5,,8/25/2023,6282,1.777777778
8/25/2023,Behavior Technician,6295,Central Valley,112.5,5,280,5,,8/25/2023,6295,1
8/25/2023,Associate Behavior Technician,6297,Sacramento,85.5,4.5,214.2,4.33,,8/25/2023,6297,1.03926097
8/25/2023,Behavior Technician,6309,Bay Area,296.16,12.34,604.8,12,,8/25/2023,6309,1.028333333
8/25/2023,Behavior Technician,6346,Central Valley,380.55,17.7,932.32,17.08,,8/25/2023,6346,1.036299766
8/25/2023,Behavior Technician,6348,Bay Area,96,4,302.4,6,,8/25/2023,6348,0.666666667
8/25/2023,Behavior Technician,6365,Pacific Northwest,90,4,269.44,5,,8/25/2023,6365,0.8
8/25/2023,Behavior Technician,6390,Central Valley,1072.76,46.44,2467.416,45.24,,8/25/2023,6390,1.026525199
8/25/2023,Behavior Technician,6391,Central Valley,577.8,25.68,1612,35.32,,8/25/2023,6391,0.727066818
8/25/2023,Behavior Technician,6408,Georgia,567,27,1322.912,27,,8/25/2023,6408,1
8/25/2023,Behavior Technician,6416,Central Valley,298.13,13.25,877.8,15.25,,8/25/2023,6416,0.868852459
8/25/2023,Behavior Technician,6421,Pacific Northwest,1092.6,45,2193.768,43.64,,8/25/2023,6421,1.03116407
8/25/2023,Behavior Technician,6431,Central Valley,567.16,25.78,1372,24.81,,8/25/2023,6431,1.039097138
8/25/2023,Associate Behavior Technician,6432,Central Valley,960,40,1834,32.83,,8/25/2023,6432,1.218397807
8/25/2023,Associate Behavior Technician,6436,Georgia,591.6,29,1684.32,29,,8/25/2023,6436,1
8/25/2023,Behavior Technician,6452,Pacific Northwest,738.24,33.45,1863,36.99,,8/25/2023,6452,0.904298459
8/25/2023,Associate Behavior Technician,6453,Bay Area,877.92,35.63,1771.848,33.2,,8/25/2023,6453,1.073192771
8/25/2023,Associate Behavior Technician,6472,Bay Area,609,29,1121.4,22.81,,8/25/2023,6472,1.271372205
8/25/2023,Behavior Technician,6486,Central Valley,56.25,2.5,126,2.5,,8/25/2023,6486,1
8/25/2023,Associate Behavior Technician,6512,Sacramento,232.76,10.58,448.504,10.75,,8/25/2023,6512,0.984186047
8/25/2023,Behavior Technician,6527,Bay Area,675.75,27.03,1303.2,27,,8/25/2023,6527,1.001111111
8/25/2023,Behavior Technician,6530,Pacific Northwest,678.5,29.5,1652,29.5,,8/25/2023,6530,1
8/25/2023,Associate Behavior Technician,6554,Sacramento,598.12,31.48,1330.2,30.23,,8/25/2023,6554,1.041349653
8/25/2023,Behavior Technician,6565,Sacramento,940.47,40.02,1794.344,35.42,,8/25/2023,6565,1.12987013
8/25/2023,Behavior Technician,6577,Georgia,186.4,9.32,1080,9.32,,8/25/2023,6577,1
8/25/2023,Behavior Technician,6580,Georgia,1147.23,54.63,789.184,14.5,,8/25/2023,6580,3.767586207
8/25/2023,Behavior Technician,6591,Southern California,396,18,792,18,,8/25/2023,6591,1
8/25/2023,Behavior Technician,6595,Bay Area,691.92,28.83,1556,25,,8/25/2023,6595,1.1532
8/25/2023,Behavior Technician,6629,Ohio,756,36,1977.344,36,,8/25/2023,6629,1
8/25/2023,Behavior Technician,6631,Ohio,795.48,37.88,1884.8,37.88,,8/25/2023,6631,1
8/25/2023,Behavior Technician,6639,Sacramento,1057.54,48.07,2339.056,48.15,,8/25/2023,6639,0.998338525
8/25/2023,Behavior Technician,6643,Central Valley,638.25,27.75,1360.688,24.33,,8/25/2023,6643,1.140567201
8/25/2023,Associate Behavior Technician,6645,Pacific Northwest,88,4,505.664,10,,8/25/2023,6645,0.4
8/25/2023,Behavior Technician,6655,Ohio,343.77,16.37,984.384,18,,8/25/2023,6655,0.909444444
8/25/2023,Behavior Technician,6663,Central Valley,450,18,1890,38.06,,8/25/2023,6663,0.472937467
8/25/2023,Behavior Technician,6667,Pacific Northwest,372.65,15.21,828.992,16,,8/25/2023,6667,0.950625
8/25/2023,Behavior Technician,6698,Georgia,551,29,1404.992,29,,8/25/2023,6698,1
8/25/2023,Behavior Technician,6703,Sacramento,1178.8,58.94,3122,56.4,,8/25/2023,6703,1.045035461
8/25/2023,Behavior Technician,6708,Georgia,1518,69,3572.224,71.08,,8/25/2023,6708,0.970737198
